question,answer,comment,instruction
"噓
sample words:
噓吐き
噓っぽい
大噓",うそ,"噓吐き(うそつき):fibber; liar
噓っぽい(うそっぽい):contrived; false-sounding
大噓(おおうそ):outright lie; outrageous lie",Not Jouyou.
"噺
sample words:
落とし噺
小噺
仕形噺",はなし,"落とし噺(おとしばなし):rakugo
小噺(こばなし):anecdote; brief (comic) story
仕形噺(しかたばなし):talking with gestures",Not Jouyou.
"嚢
sample words:
胃嚢
浮き嚢
革嚢",ふくろ,"胃嚢(いぶくろ):stomach; dietary needs
浮き嚢(うきぶくろ):life buoy; air bladder; swim bladder; life jacket.
革嚢(かわぶくろ):leather bag",Not Jouyou.
"國
sample words:
御國",くに,御國(みくに):country; Japan,Not Jouyou.
"址
sample words:
城址",あと,城址(しろあと):castle site; ruins of a castle,Not Jouyou.
"垢
sample words:
垢染みる
垢ばん
手垢",あか,"垢染みる(あかじみる):to become grimy or dirty
垢ばん(あかばん):account ban
手垢(てあか):dirt from the hands; finger marks",Not Jouyou.
"埃
sample words:
砂埃
土埃
埃っぽい",ほこり,"砂埃(すなぼこり):cloud of dust (sand, etc.)
土埃(つちぼこり):dust; cloud of dust
埃っぽい(ほこりっぽい):dust-covered; dusty",Not Jouyou.
"埴
sample words:
埴猪口
埴土",へな,"埴猪口(へなちょこ):novice; worthless person; squirt; greenhorn
埴土(へなつち):clay",Not Jouyou.
"堰
sample words:
井堰
堰板
堰止湖",せき,"井堰(いせき):dam; barrier; weir; sluice
堰板(せきいた):cover; sheathing board; sheeting
堰止湖(せきとめこ):dammed lake (formed by natural damming of a river.",Not Jouyou.
"塵
sample words:
塵紙
塵紙交換
塵紙",ちり,"塵紙(ちりがみ):toilet paper; tissue paper
塵紙交換(ちりがみこうかん):collecting waste paper (old newspapers, etc.) and.
塵紙(ちりし):tissue paper; toilet paper",Not Jouyou.
"壕
sample words:
外壕
壕跡",ほり,"外壕(そとぼり):outer moat (of a castle)
壕跡(ほりあと):remains of a dugout (usu. military)",Not Jouyou.
"壜
sample words:
空き壜
壜詰
安壜",びん,"空き壜(あきびん):empty bottle
壜詰(びんづめ):bottling; bottled
安壜(やすびん):cheap bottle (e.g. of alcohol)",Not Jouyou.
"壷
sample words:
蛙壷黴症
壷湯
野壷",つぼ,"蛙壷黴症(かえるつぼかびしょう):chytridiomycosis (fatal infectious disease of amp.
壷湯(つぼゆ):small (usu. round) bathtub for a single person (i.
野壷(のつぼ):night-soil reservoir dug in the field; field latr.",Not Jouyou.
"壺
sample words:
いんく壺
消し壺
壺に嵌まる",つぼ,"いんく壺(いんくつぼ):inkwell
消し壺(けしつぼ):(jar used as a) charcoal extinguisher
壺に嵌まる(つぼにはまる):to go as expected; to hit the bull's-eye; to succ.",Not Jouyou.
"壻
sample words:
入壻
花壻",むこ,"入壻(いりむこ):man who is adopted by his wife's family; man who ..
花壻(はなむこ):bridegroom",Not Jouyou.
"夷
sample words:
夷顔
夷草",えびす,"夷顔(えびすがお):smiling face
夷草(えびすぐさ):sicklepod (Senna obtusifolia)",Not Jouyou.
"姐
sample words:
姐貴
姐御
姐御肌",あね,"姐貴(あねき):elder sister; older female friend
姐御(あねご):elder sister
姐御肌(あねごはだ):a woman's natural inclination to care for others;.",Not Jouyou.
"姑
sample words:
嫁姑",しゅうとめ,"嫁姑(よめしゅうとめ):daughter-in-law and mother-in-law (relationship, .",Not Jouyou.
"姑
sample words:
小姑
小姑
嫁姑戦争",しゅうと,"小姑(こじゅうと):sister-in-law
小姑(こじゅうとめ):sister-in-law
嫁姑戦争(よめしゅうとせんそう):bride and mother-in-law war; conflict between a b.",Not Jouyou.
"姪
sample words:
姪御
姪子",めい,"姪御(めいご):(another person's) niece
姪子(めいっこ):niece",Not Jouyou.
"娵
sample words:
娵入り",よめ,娵入り(よめいり):wedding; marriage,Not Jouyou.
"寅
sample words:
丑寅
寅歳
寅年生まれ",とら,"丑寅(うしとら):northeast
寅歳(とらどし):year of the Tiger
寅年生まれ(とらどしうまれ):person born in the year of the Tiger; being born .",Not Jouyou.
"屎
sample words:
歯屎
目屎
目糞鼻屎を笑う",くそ,"歯屎(はくそ):(dental) plaque
目屎(めくそ):eye mucus; sleep; eye discharge
目糞鼻屎を笑う(めくそはなくそをわらう):the goop in the eye laughing at the snot in the n.",Not Jouyou.
"屑
sample words:
選り屑
屑屋さん
毛屑",くず,"選り屑(えりくず):trash
屑屋さん(くずやさん):junkman; garbage man; ragman
毛屑(けくず):flock; (bits of) down",Not Jouyou.
"峯
sample words:
大峯石
雲の峯",みね,"大峯石(おおみねせき):ominelite
雲の峯(くものみね):clouds that stand like a mountain peak during the.",Not Jouyou.
"嶋
sample words:
大八嶋国
大八嶋国",しま,"大八嶋国(おおやしまぐに):Japan
大八嶋国(おおやしまのくに):Japan",Not Jouyou.
"嶺
sample words:
嶺桜",みね,嶺桜(みねざくら):Japanese alpine cherry (Prunus nipponica),Not Jouyou.
"嶽
sample words:
御嶽教
御嶽
御嶽教",たけ,"御嶽教(おんたけきょう):Ontake-kyo (sect of Shinto); Mitake-kyo
御嶽(みたけ):large, high mountain
御嶽教(みたけきょう):Mitake-kyo; Ontake-kyo (sect of Shinto)",Not Jouyou.
"巌
sample words:
巌蔭",いわ,巌蔭(いわかげ):shade of a rock,Not Jouyou.
"巳
sample words:
已己巳己
辰巳
辰巳芸者",み,"已己巳己(いこみき):all the same
辰巳(たつみ):southeast
辰巳芸者(たつみげいしゃ):geisha from the Fukagawa red-light district in Ed.",Not Jouyou.
"巴
sample words:
巴蛾
巴戦
巴投げ",ともえ,"巴蛾(ともえが):Indian owlet-moth (Spirama retorta)
巴戦(ともえせん):play-off with 3 wrestlers participating; dogfight
巴投げ(ともえなげ):overhead throw in judo",Not Jouyou.
"巷
sample words:
悪の巷
修羅の巷
巷で話題",ちまた,"悪の巷(あくのちまた):skid row; underworld
修羅の巷(しゅらのちまた):scene of carnage
巷で話題(ちまたでわだい):recently popular; in vogue; much-talked-about",Not Jouyou.
"帚
sample words:
帚星",ほうき,帚星(ほうきぼし):comet,Not Jouyou.
"幡
sample words:
幡幢
幡幢
八幡大学",はた,"幡幢(はたほこ):banner; long-handled Chinese spear bearing a smal.
幡幢(はたぼこ):long-handled Chinese spear bearing a small flag; .
八幡大学(やはただいがく):Yahata University",Not Jouyou.
"廿
sample words:
廿日",にじゅう,廿日(にじゅうにち):20 days; 20th day of the month,Not Jouyou.
"戌
sample words:
戌亥
戌年
戌の年",いぬ,"戌亥(いぬい):northwest
戌年(いぬどし):year of the Dog
戌の年(いぬのとし):year of the Dog",Not Jouyou.
"戎
sample words:
戎講
翁戎貝
十日戎",えびす,"戎講(えびすこう):fete in honor of Ebisu (honour)
翁戎貝(おきなえびすがい):Beyrich's slit shell (species of sea snail, Pleur.
十日戎(とおかえびす):festival held on January 10 in honor of Ebisu, th.",Not Jouyou.
"或
sample words:
或る程度
或日
と或る",ある,"或る程度(あるていど):to a certain extent; to some extent
或日(あるひ):one day; (on) a certain day
と或る(とある):a certain ...",Not Jouyou.
"掟
sample words:
掟破り
村掟",おきて,"掟破り(おきてやぶり):breaking etiquette; illegal; against the rules
村掟(むらおきて):village rules (Edo period); village law",Not Jouyou.
"旁
sample words:
筆旁",つくり,筆旁(ふでづくり):kanji 'brush' radical,Not Jouyou.
"旭
sample words:
旭化成
旭蟹
旭硝子",あさひ,"旭化成(あさひかせい):Asahi Kasei
旭蟹(あさひがに):red frog crab (Ranina ranina)
旭硝子(あさひがらす):Asahi Glass",Not Jouyou.
"晦
sample words:
大晦",つごもり,大晦(おおつごもり):New Year's Eve; the last day of the year,Not Jouyou.
"曙
sample words:
曙繻子蘭
曙草
曙象",あけぼの,"曙繻子蘭(あけぼのしゅすらん):leafy goodyera (Goodyera foliosa)
曙草(あけぼのそう):Swertia bimaculata (species of felwort)
曙象(あけぼのぞう):Akebono elephant (Stegodon aurorae)",Not Jouyou.
"朔
sample words:
初朔日
綿抜の朔日",ついたち,"初朔日(はつついたち):first day of the second month
綿抜の朔日(わたぬきのついたち):1st day of the 4th month of the lunisolar calenda.",Not Jouyou.
"杏
sample words:
杏じゃむ
杏酒",あんず,"杏じゃむ(あんずじゃむ):apricot jam
杏酒(あんずしゅ):sake made from apricot",Not Jouyou.
"杖
sample words:
杖を突く
方杖
頬杖",つえ,"杖を突く(つえをつく):to walk with a cane
方杖(ほうづえ):angle brace; brace (in construction)
頬杖(ほおづえ):brace (in construction); resting one's chin in on.",Not Jouyou.
"杙
sample words:
橋杙
棒杙",くい,"橋杙(はしぐい):bridge pillar
棒杙(ぼうぐい):pile; stake",Not Jouyou.
"杜
sample words:
鎮守の杜
杜の都",もり,"鎮守の杜(ちんじゅのもり):grove of the village shrine
杜の都(もりのみやこ):Capital of Trees (nickname for Sendai City)",Not Jouyou.
"杭
sample words:
切り杭
支持杭
焼け棒杭",くい,"切り杭(きりくい):stump
支持杭(しじくい):bearing pile
焼け棒杭(やけぼくい):ember; charred stake",Not Jouyou.
"柏
sample words:
柏木
柏手
柏手を打つ",かしわ,"柏木(かしわぎ):imperial palace guard; oak tree
柏手(かしわで):clapping one's hands in prayer (at a shrine)
柏手を打つ(かしわでをうつ):to clap one's hands in prayer",Not Jouyou.
"柴
sample words:
火柴
柴垣
柴刈り",しば,"火柴(かしば):match; lucifer
柴垣(しばがき):brushwood fence
柴刈り(しばかり):firewood gathering",Not Jouyou.
"栖
sample words:
終の栖
鷹栖養護学校",す,"終の栖(ついのすみか):one's final abode
鷹栖養護学校(たかすようごがっこう):Takasu Special Needs School (older name style)",Not Jouyou.
"栗
sample words:
あめりか栗
勝ち栗
栗色小鴨",くり,"あめりか栗(あめりかぐり):American chestnut (Castanea dentata)
勝ち栗(かちぐり):dried chestnut
栗色小鴨(くりいろこがも):Auckland teal (Anas aucklandica); Auckland Island.",Not Jouyou.
"桂
sample words:
桂男
桂科
桂剥き",かつら,"桂男(かつらお):man in the moon
桂科(かつらか):Cercidiphyllaceae (monotypic plant family contain.
桂剥き(かつらむき):rotary cutting; thinly slicing into a long strip .",Not Jouyou.
"桐
sample words:
桐材
桐花大綬章
桐一葉",きり,"桐材(きりざい):paulownia wood
桐花大綬章(きりはなだいじゅしょう):Grand Cordon of the Order of the Paulownia Flower.
桐一葉(きりひとは):falling paulownia leaf signaling the beginning of.",Not Jouyou.
"桶
sample words:
飼い桶
けろりん桶
小桶",おけ,"飼い桶(かいおけ):manger
けろりん桶(けろりんおけ):yellow plastic container used at public baths
小桶(こおけ):small bucket",Not Jouyou.
"梁
sample words:
片持梁
基礎梁
梁成",はり,"片持梁(かたもちばり):cantilever
基礎梁(きそばり):footing beam
梁成(はりせい):height of a beam; beam as measured from top to bo.",Not Jouyou.
"梯
sample words:
縄梯子
梯子酒
梯子飲み",はしご,"縄梯子(なわばしご):rope ladder
梯子酒(はしござけ):pub crawl; barhopping
梯子飲み(はしごのみ):barhopping; pub crawl",Not Jouyou.
"梶
sample words:
梶木
梶棒
芭蕉梶木",かじ,"梶木(かじき):spearfish; sailfish; marlin; swordfish
梶棒(かじぼう):thills; shafts (of rickshaws or similar vehicles).
芭蕉梶木(ばしょうかじき):Indo-Pacific sailfish (Istiophorus platypterus)",Not Jouyou.
"棉
sample words:
木棉",わた,木棉(きわた):cotton (material); red silk-cotton tree (Bombax c.,Not Jouyou.
"棘
sample words:
沖縄棘鼠
尻棘大蜥蜴
棘魚",とげ,"沖縄棘鼠(おきなわとげねずみ):Okinawa spinous country-rat; Muennink's spiny rat.
尻棘大蜥蜴(しりとげおおとかげ):freckled monitor; black-headed monitor (Varanus t..
棘魚(とげうお):stickleback (Gasterosteidae spp.)",Not Jouyou.
"棹
sample words:
棹さす
棹立ち
棹物菓子",さお,"棹さす(さおさす):to punt (a boat); to pole (a boat); to go with (t..
棹立ち(さおだち):bolting upright; rearing up (horse)
棹物菓子(さおものがし):Japanese sweets in the form of long blocks (e.g. .",Not Jouyou.
"椙
sample words:
椙山女学園大学",すぎ,椙山女学園大学(すぎやまじょがくえんだいがく):Sugiyama Jogakuen University,Not Jouyou.
"椿
sample words:
乙女椿
寒椿
肥後椿",つばき,"乙女椿(おとめつばき):otome camellia (Camellia japonica f. otome)
寒椿(かんつばき):camellia-like plant native to China
肥後椿(ひごつばき):higo camellia (Camellia japonica var.)",Not Jouyou.
"楊
sample words:
川楊
白楊",やなぎ,"川楊(かわやなぎ):high-quality coarse tea; Salix gilgiana (species ..
白楊(どろやなぎ):Japanese poplar (Populus maximowiczii)",Not Jouyou.
"楫
sample words:
楫取り
楫の木
楫枕",かじ,"楫取り(かじとり):helmsman; guidance; coxswain; steering; leader; l.
楫の木(かじのき):paper mulberry (Broussonetia papyrifera)
楫枕(かじまくら):voyage",Not Jouyou.
"楯
sample words:
小楯
醜の御楯
楯状火山",たて,"小楯(こだて):screen; small shield
醜の御楯(しこのみたて):the humble shield of our Sovereign Lord
楯状火山(たてじょうかざん):shield volcano",Not Jouyou.
"槍
sample words:
毛槍
たんぽ槍
手槍",やり,"毛槍(けやり):keyari; long, feathered ornamental spear carried .
たんぽ槍(たんぽやり):padded spear (for practice)
手槍(てやり):short spear; javelin",Not Jouyou.
"樽
sample words:
柄樽
角樽
びや樽",たる,"柄樽(えだる):red and black lacquered sake cask with horn-like .
角樽(つのだる):two-handled keg
びや樽(びやだる):beer barrel",Not Jouyou.
"橘
sample words:
右近の橘
京都橘大学
御前橘",たちばな,"右近の橘(うこんのたちばな):tachibana tree west of the southern stairs of the.
京都橘大学(きょうとたちばなだいがく):Kyoto Tachibana University
御前橘(ごぜんたちばな):crackerberry; Canadian dwarf cornel (Cornus canad.",Not Jouyou.
"檄
sample words:
檄文
檄をとばす",げき,"檄文(げきぶん):manifesto; declaration; written appeal
檄をとばす(げきをとばす):to issue a manifesto; to appeal",Not Jouyou.
"檻
sample words:
象の檻",おり,象の檻(ぞうのおり):elephant cage; large circular antenna array used .,Not Jouyou.
"櫛
sample words:
櫛切り
櫛水母類
櫛歯",くし,"櫛切り(くしぎり):cutting into wedges
櫛水母類(くしくらげるい):comb jellies (jellyfish-like animals of the phylu.
櫛歯(くしば):comb teeth",Not Jouyou.
"櫻
sample words:
櫻井鉱
櫻花
初櫻",さくら,"櫻井鉱(さくらいこう):sakuraiite
櫻花(さくらばな):cherry blossom
初櫻(はつざくら):first cherry blossom of the year",Not Jouyou.
"殃
sample words:
池魚の殃",わざわい,池魚の殃(ちぎょのわざわい):collateral damage; having a fire spread to one's ..,Not Jouyou.
"汐
sample words:
血汐
引汐",しお,"血汐(ちしお):hot-bloodedness; hot blood; spurt of blood; ardou.
引汐(ひきしお):ebb tide",Not Jouyou.
"沓
sample words:
沓摺り
沓脱ぎ石
深沓",くつ,"沓摺り(くつずり):threshold plate; door sill
沓脱ぎ石(くつぬぎいし):stepping stone
深沓(ふかぐつ):deep boots",Not Jouyou.
"沫
sample words:
沫雪",あわ,沫雪(あわゆき):light snowfall,Not Jouyou.
"泪
sample words:
泪ながら",なみだ,泪ながら(なみだながら):while crying; tearfully; in tears,Not Jouyou.
"涎
sample words:
涎掛け
涎物
涎物",よだれ,"涎掛け(よだれかけ):bib; drool bib
涎物(よだれもの):something to drool over; very attractive thing
涎物(よだれもん):something to drool over; very attractive thing",Not Jouyou.
"湊
sample words:
春の湊",みなと,春の湊(はるのみなと):end of spring,Not Jouyou.
"濠
sample words:
空濠
外濠",ほり,"空濠(からぼり):dry moat
外濠(そとぼり):outer moat (of a castle)",Not Jouyou.
"烏
sample words:
烏勘左衛門
烏座
烏魚子",からす,"烏勘左衛門(からすかんざえもん):crow; tanned person; being penniless; Mr Crow; da.
烏座(からすざ):the Raven; Corvus (constellation); the Crow
烏魚子(からすみ):dried mullet roe",Not Jouyou.
"烟
sample words:
烟たい
烟たがる
烟出し",けむ,"烟たい(けむたい):uncomfortable; ill at ease; awkward; smoky
烟たがる(けむたがる):to consider (someone) a burden or nuisance; to di..
烟出し(けむだし):chimney",Not Jouyou.
"烟
sample words:
烟に巻く
水烟",けむり,"烟に巻く(けむりにまく):to confuse (someone); to befuddle; to surround wi..
水烟(みずけむり):suien; mist over a body of water; four decorative..",Not Jouyou.
"燕
sample words:
燕鱏",つばくろ,燕鱏(つばくろえい):Japanese butterfly ray (Gymnura japonica),Not Jouyou.
"燕
sample words:
穴燕
岩燕
台湾小洞燕",つばめ,"穴燕(あなつばめ):swiftlet
岩燕(いわつばめ):Asian house martin (Delichon dasypus)
台湾小洞燕(たいわんしょうどうつばめ):brown-throated sand martin; brown-throated martin.",Not Jouyou.
"爲
sample words:
爲に",ため,爲に(ために):as a result of; because of; in favor of; in favou..,Not Jouyou.
"牆
sample words:
築牆
兄弟牆に鬩ぐ",かき,"築牆(ついかき):mud wall with a roof
兄弟牆に鬩ぐ(けいていかきにせめぐ):to quarrel among friends (or siblings)",Not Jouyou.
"牝
sample words:
牝犬
牝猫",めす,"牝犬(めすいぬ):female dog; bitch
牝猫(めすねこ):female cat",Not Jouyou.
"牝
sample words:
牝鶏",めん,牝鶏(めんどり):female bird; hen,Not Jouyou.
"牡
sample words:
牡猫",おす,牡猫(おすねこ):male cat; tomcat,Not Jouyou.
"牡
sample words:
牡鳥",おん,牡鳥(おんどり):cock; rooster; chanticleer,Not Jouyou.
"狐
sample words:
狐狩り
狐矢
狐を落とす",きつね,"狐狩り(きつねがり):fox hunt; fox hunting
狐矢(きつねや):stray arrow
狐を落とす(きつねをおとす):to exorcise a fox spirit (from a person)",Not Jouyou.
"狗
sample words:
狗鷲
喪家の狗
虎を画きて狗に類す",いぬ,"狗鷲(いぬわし):golden eagle (Aquila chrysaetos)
喪家の狗(そうかのいぬ):feeling lost like a stray dog
虎を画きて狗に類す(とらをえがきていぬにるいす):attempting to be something you are not; drawing a.",Not Jouyou.
"狸
sample words:
岩狸
同じ穴の狸
狸蕎麦",たぬき,"岩狸(いわだぬき):hyrax
同じ穴の狸(おなじあなのたぬき):birds of a feather; (villains) of the same stripe.
狸蕎麦(たぬきそば):soba with tempura batter",Not Jouyou.
"狼
sample words:
蝦夷狼
狼座
狼爪",おおかみ,"蝦夷狼(えぞおおかみ):Hokkaido wolf (Canis lupus hattai, extinct)
狼座(おおかみざ):Lupus (constellation); the Wolf
狼爪(おおかみづめ):dewclaw",Not Jouyou.
"猪
sample words:
猪武者
河猪
小人猪",いのしし,"猪武者(いのししむしゃ):foolhardy warrior; daredevil; hotspur
河猪(かわいのしし):bush pig
小人猪(こびといのしし):pygmy hog (Porcula salvania)",Not Jouyou.
"瑕
sample words:
玉に瑕",きず,玉に瑕(たまにきず):only trouble; only fault; fly in the ointment; sm.,Not Jouyou.
"甥
sample words:
甥子
甥っこ",おい,"甥子(おいご):nephew
甥っこ(おいっこ):nephew",Not Jouyou.
"畠
sample words:
田畠",はたけ,田畠(たはたけ):fields (of rice and other crops),Not Jouyou.
"畠
sample words:
田畠
段段畠
田畠",はた,"田畠(たはた):fields (of rice and other crops)
段段畠(だんだんばたけ):terraced farm; terraced fields
田畠(でんばた):fields (of rice and other crops)",Not Jouyou.
"疵
sample words:
疵つける
手疵
引っかき疵",きず,"疵つける(きずつける):to hurt someone's feelings (pride, etc.); to scra.
手疵(てきず):wound (suffered in a fight)
引っかき疵(ひっかききず):scratch; scratch mark",Not Jouyou.
"痣
sample words:
青痣
黒痣",あざ,"青痣(あおあざ):bruise
黒痣(くろあざ):beauty mark; black mole",Not Jouyou.
"瘤
sample words:
瘤牛
瘤つき
たん瘤",こぶ,"瘤牛(こぶうし):zebu
瘤つき(こぶつき):having a child from a former relationship (when r..
たん瘤(たんこぶ):protuberance; lump; bump (e.g. on forehead); swel.",Not Jouyou.
"皴
sample words:
皴を寄せる
たたみ皴",しわ,"皴を寄せる(しわをよせる):to furrow; to crimple; to wrinkle up (one's eyebr.
たたみ皴(たたみじわ):crease (from folding)",Not Jouyou.
"皺
sample words:
小皺
皺皺
皺っぽい",しわ,"小皺(こじわ):fine wrinkles; crow's feet
皺皺(しわしわ):crumpled; wrinkled
皺っぽい(しわっぽい):wrinkled; rumpled",Not Jouyou.
"盃
sample words:
固めの盃
組み盃
水盃",さかずき,"固めの盃(かためのさかずき):cup of sake used to drink to the establishment of..
組み盃(くみさかずき):a nest of sake cups
水盃(みずさかずき):farewell cups of water",Not Jouyou.
"碇
sample words:
碇草
碇綱",いかり,"碇草(いかりそう):horny goat weed (Epimedium grandiflorum var. thun.
碇綱(いかりづな):anchor cable",Not Jouyou.
"磐
sample words:
天の磐戸
磐城
磐境",いわ,"天の磐戸(あまのいわと):Gate of the Celestial Rock Cave
磐城(いわき):Iwaki (former province located in the central and..
磐境(いわさか):shrine",Not Jouyou.
"磯
sample words:
磯べ
磯辺巻き",いそ,"磯べ(いそべ):food wrapped in nori; seashore; beach
磯辺巻き(いそべまき):bite-sized morsels wrapped in nori",Not Jouyou.
"礒
sample words:
礒釣",いそ,礒釣(いそづり):fishing from rocks by the shore; rock fishing; su.,Not Jouyou.
"禿
sample words:
つるっ禿
禿げ具合
禿鷹",はげ,"つるっ禿(つるっぱげ):person with a shiny, bald head; shiny, bald head
禿げ具合(はげぐあい):stage of balding; degree of baldness
禿鷹(はげたか):condor; vulture",Not Jouyou.
"秤
sample words:
皿秤
捩り秤
秤にかける",はかり,"皿秤(さらばかり):balance; scales
捩り秤(ねじりばかり):torsion balance
秤にかける(はかりにかける):to weigh on a scale; to compare pros and cons; to.",Not Jouyou.
"稀
sample words:
極稀
稀に見る
稀人",まれ,"極稀(ごくまれ):extremely rare
稀に見る(まれにみる):extraordinary; rare; singular
稀人(まれびと):joy-bringing spirit from the divine realms; visit.",Not Jouyou.
"穗
sample words:
初穗",ほ,初穗(はつほ):first crops of the season; offering (to the gods)..,Not Jouyou.
"竃
sample words:
御竃蟋蟀
土竃",かま,"御竃蟋蟀(おかまこおろぎ):cave cricket; camelback cricket; camel cricket (D.
土竃(どがま):earthen kiln",Not Jouyou.
"竈
sample words:
御竈
御竈蟋蟀
お竈を興す",かま,"御竈(おかま):pot; (preoperative) transgender woman; male trans..
御竈蟋蟀(おかまこおろぎ):camelback cricket; spider cricket; cave cricket; .
お竈を興す(おかまをおこす):to make a fortune",Not Jouyou.
"竪
sample words:
竪穴
竪穴式住居
竪穴住居",たて,"竪穴(たてあな):shaft; pit
竪穴式住居(たてあなしきじゅうきょ):dugout; pit dwelling
竪穴住居(たてあなじゅうきょ):pit dwelling; dugout",Not Jouyou.
"竿
sample words:
竿立ち
継ぎ竿
釣竿",さお,"竿立ち(さおだち):rearing up (horse); bolting upright
継ぎ竿(つぎざお):a jointed fishing rod
釣竿(つりざお):fishing rod",Not Jouyou.
"笠
sample words:
笠懸け
笠懸け
笠に懸かる",かさ,"笠懸け(かさかけ):target shooting on horseback; mounted archery
笠懸け(かさがけ):target shooting on horseback; mounted archery
笠に懸かる(かさにかかる):to be highhanded; to be arrogant; to be overbeari.",Not Jouyou.
"笹
sample words:
いささ小笹
笹牛の舌
笹寿司",ささ,"いささ小笹(いささおざさ):small bamboo; short bamboo
笹牛の舌(ささうしのした):bamboo sole (Heteromycteris japonica)
笹寿司(ささずし):sasazushi (sushi wrapped in bamboo leaf)",Not Jouyou.
"筈
sample words:
その筈
手筈
筈押し",はず,"その筈(そのはず):of course; as it should be; as expected; no wonde.
手筈(てはず):program; arrangements; plan; preparations; progra.
筈押し(はずおし):armpit push; pushing up with hands under opponent.",Not Jouyou.
"箒
sample words:
手箒
刷毛箒
刷毛箒",ほうき,"手箒(てぼうき):whisk broom
刷毛箒(はけほうき):whisk broom
刷毛箒(はけぼうき):whisk broom",Not Jouyou.
"箭
sample words:
神箭
征箭",や,"神箭(かみや):divine arrow
征箭(そや):arrow (for use in battle)",Not Jouyou.
"篠
sample words:
篠竹",ささ,篠竹(ささたけ):small bamboo,Not Jouyou.
"篭
sample words:
駕篭かき
手篭
町駕篭",かご,"駕篭かき(かごかき):palanquin bearer; sedan chair bearer
手篭(てかご):handbasket
町駕篭(まちかご):palanquin",Not Jouyou.
"籾
sample words:
種籾
籾摺",もみ,"種籾(たねもみ):seed rice
籾摺(もみずり):hulling rice",Not Jouyou.
"粥
sample words:
御粥
冬至粥
ぱん粥",かゆ,"御粥(おかゆ):rice gruel; watery cooked rice; thin rice porridg.
冬至粥(とうじがゆ):adzuki bean rice gruel eaten on the day of the wi..
ぱん粥(ぱんがゆ):bread porridge",Not Jouyou.
"糀
sample words:
糀漬",こうじ,"糀漬(こうじづけ):food pickled in malted rice; fish, meat, vegetabl.",Not Jouyou.
"糊
sample words:
ごむ糊
すぷれ糊
血糊",のり,"ごむ糊(ごむのり):mucilage
すぷれ糊(すぷれのり):spray glue; spray adhesive
血糊(ちのり):clotted blood; gore; sticky clots of blood",Not Jouyou.
"糞
sample words:
糞落ち着き
糞びっち
糞惚け",くそ,"糞落ち着き(くそおちつき):provokingly calm
糞びっち(くそびっち):bitch
糞惚け(くそぼけ):shit for brains",Not Jouyou.
"紐
sample words:
顎紐
打ち紐
小紐",ひも,"顎紐(あごひも):chin strap
打ち紐(うちひも):braided cord
小紐(こひも):small strap tied at the waist of a hanpi",Not Jouyou.
"袴
sample words:
袴着
袴地
緋の袴",はかま,"袴着(はかまぎ):ceremony fitting child with a hakama
袴地(はかまじ):fabric used for a hakama; skirting
緋の袴(ひのはかま):red hakama (worn by miko or noblewomen at court)",Not Jouyou.
"綠
sample words:
黃綠
綠色",みどり,"黃綠(きみどり):pea green; yellow-green
綠色(みどりいろ):green color; green",Not Jouyou.
"綴
sample words:
原綴り
綴り合せる
綴方",つづり,"原綴り(げんつづり):spelling in the original language; spelling in th.
綴り合せる(つづりあわせる):to bind together
綴方(つづりかた):school composition; (way of) literary composition.",Not Jouyou.
"緋
sample words:
緋い",あか,緋い(あかい):Red; vermilion; crimson; communist; scarlet,Not Jouyou.
"縞
sample words:
縞馬
縞すかんく
縞ぱん",しま,"縞馬(しまうま):zebra
縞すかんく(しますかんく):striped skunk (Mephitis mephitis)
縞ぱん(しまぱん):striped panties",Not Jouyou.
"縡
sample words:
縡切れる",こと,縡切れる(こときれる):to die; to breathe one's last; to expire; to pass.,Not Jouyou.
"罠
sample words:
債務の罠
罠網
罠猟",わな,"債務の罠(さいむのわな):debt trap (esp. at national level)
罠網(わなみ):snare
罠猟(わなりょう):hunting with traps; animal trapping",Not Jouyou.
"翠
sample words:
翠色
翠屋",みどり,"翠色(みどりいろ):green color; green
翠屋(みどりや):Midoriya",Not Jouyou.
"翳
sample words:
翳り",かげ,翳り(かげり):cloud; shade; gloom; shadow (e.g. on someone's ha.,Not Jouyou.
"聟
sample words:
相聟
花聟",むこ,"相聟(あいむこ):brother-in-law
花聟(はなむこ):bridegroom",Not Jouyou.
"肱
sample words:
片肱
肱掛椅子
肱木",ひじ,"片肱(かたひじ):one elbow
肱掛椅子(ひじかけいす):armchair; senior staff; chair with arm rests
肱木(ひじき):corbel piece; bracket; ancon",Not Jouyou.
"胯
sample words:
胯座",また,胯座(またぐら):thigh; crotch; crutch; groin,Not Jouyou.
"脛
sample words:
脹脛",はぎ,脹脛(ふくらはぎ):calf (of leg),Not Jouyou.
"腋
sample words:
腋明け
腋臭
腋毛",わき,"腋明け(わきあけ):clothing with such an opening (usu. worn by women.....
腋臭(わきくさ):body odor (odour); abnormal underarm odor
腋毛(わきげ):underarm hair; armpit hair",Not Jouyou.
"腿
sample words:
牛腿肉
外腿
太腿を出す",もも,"牛腿肉(うしももにく):round steak; beef round
外腿(そともも):outer thigh
太腿を出す(ふとももをだす):to bare one's buttocks; to expose one's thighs",Not Jouyou.
"膏
sample words:
膏汗",あぶら,膏汗(あぶらあせ):cold sweat; greasy sweat,Not Jouyou.
"臀
sample words:
臀鰭",しり,臀鰭(しりびれ):anal fin (of a fish),Not Jouyou.
